	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV2043	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV2044	Bacteria	NA	NA	NA	NA	NA	NA
ASV2045	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2046	Bacteria	NA	NA	NA	NA	NA	NA
ASV2047	Bacteria	NA	NA	NA	NA	NA	NA
ASV2048	Bacteria	NA	NA	NA	NA	NA	NA
ASV2049	Bacteria	NA	NA	NA	NA	NA	NA
ASV2050	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2051	NA	NA	NA	NA	NA	NA	NA
ASV2052	Bacteria	NA	NA	NA	NA	NA	NA
ASV2053	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2054	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	NA
ASV2055	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2056	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	NA
ASV2057	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2058	NA	NA	NA	NA	NA	NA	NA
ASV2059	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2060	Bacteria	NA	NA	NA	NA	NA	NA
ASV2061	Bacteria	NA	NA	NA	NA	NA	NA
ASV2062	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2063	Bacteria	NA	NA	NA	NA	NA	NA
ASV2064	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7	NA
ASV2065	Bacteria	NA	NA	NA	NA	NA	NA
ASV2066	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
ASV2067	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Murdochiella	NA
ASV2068	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV2069	Bacteria	NA	NA	NA	NA	NA	NA
ASV2070	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2071	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA
ASV2072	Bacteria	NA	NA	NA	NA	NA	NA
ASV2073	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum	NA
ASV2074	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	NA
ASV2075	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2076	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2077	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2078	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV2079	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia	NA
ASV2080	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2081	Bacteria	NA	NA	NA	NA	NA	NA
ASV2082	Bacteria	NA	NA	NA	NA	NA	NA
ASV2083	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV2084	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2085	Bacteria	NA	NA	NA	NA	NA	NA
ASV2086	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2087	Bacteria	Firmicutes	Bacilli	RF39	NA	NA	NA
ASV2088	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	NA
ASV2089	Bacteria	NA	NA	NA	NA	NA	NA
ASV2090	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2091	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV2092	Bacteria	NA	NA	NA	NA	NA	NA
ASV2093	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2094	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2095	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV2096	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group	NA
ASV2097	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2098	Bacteria	NA	NA	NA	NA	NA	NA
ASV2099	Bacteria	NA	NA	NA	NA	NA	NA
ASV2100	NA	NA	NA	NA	NA	NA	NA
ASV2101	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV2102	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2103	Bacteria	NA	NA	NA	NA	NA	NA
ASV2104	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Candidatus Soleaferrea	NA
ASV2105	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group	NA
ASV2106	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2107	Bacteria	NA	NA	NA	NA	NA	NA
ASV2108	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2109	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2110	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2111	Bacteria	NA	NA	NA	NA	NA	NA
ASV2112	Bacteria	NA	NA	NA	NA	NA	NA
ASV2113	Bacteria	NA	NA	NA	NA	NA	NA
ASV2114	Bacteria	NA	NA	NA	NA	NA	NA
ASV2115	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	asaccharolytica
ASV2116	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2117	Bacteria	NA	NA	NA	NA	NA	NA
ASV2118	Bacteria	NA	NA	NA	NA	NA	NA
ASV2119	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2120	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2121	Bacteria	NA	NA	NA	NA	NA	NA
ASV2122	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA
ASV2123	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA	NA
ASV2124	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	W5053	NA
ASV2125	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	NA
ASV2126	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2127	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2128	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2129	Bacteria	NA	NA	NA	NA	NA	NA
ASV2130	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2131	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA
ASV2132	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	NA
ASV2133	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2134	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2135	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	piger
ASV2136	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV2137	Bacteria	NA	NA	NA	NA	NA	NA
ASV2138	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Eremococcus	coleocola
ASV2139	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae FE2018 group	NA
ASV2140	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
ASV2141	Bacteria	NA	NA	NA	NA	NA	NA
ASV2142	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	NA
ASV2143	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA	NA
ASV2144	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-001	NA
ASV2145	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus	NA
ASV2146	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA	NA
ASV2147	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2148	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	NA
ASV2149	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV2150	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus	NA
ASV2151	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2152	Bacteria	NA	NA	NA	NA	NA	NA
ASV2153	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2154	Bacteria	NA	NA	NA	NA	NA	NA
ASV2155	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2156	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	NA
ASV2157	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	NA
ASV2158	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2159	Bacteria	NA	NA	NA	NA	NA	NA
ASV2160	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	NA
ASV2161	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA
ASV2162	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group	NA
ASV2163	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
ASV2164	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae UCG-003	bacterium
ASV2165	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2166	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2167	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	NA
ASV2168	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV2169	Bacteria	NA	NA	NA	NA	NA	NA
ASV2170	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
ASV2171	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium	NA
ASV2172	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2173	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA
ASV2174	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	NA	NA
ASV2175	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	NA
ASV2176	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	NA
ASV2177	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2178	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2179	NA	NA	NA	NA	NA	NA	NA
ASV2180	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2181	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV2182	Bacteria	NA	NA	NA	NA	NA	NA
ASV2183	Bacteria	NA	NA	NA	NA	NA	NA
ASV2184	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV2185	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA	NA
ASV2186	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	lacticum
ASV2187	Bacteria	NA	NA	NA	NA	NA	NA
ASV2188	NA	NA	NA	NA	NA	NA	NA
ASV2189	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV2190	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2191	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2192	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	gir-aah93h0	NA	NA
ASV2193	Bacteria	NA	NA	NA	NA	NA	NA
ASV2194	Bacteria	NA	NA	NA	NA	NA	NA
ASV2195	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV2196	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus	NA
ASV2197	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	NA
ASV2198	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV2199	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2200	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	languida
ASV2201	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Tumebacillus	NA
ASV2202	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2203	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group	NA
ASV2204	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	NA	NA	NA
ASV2205	Bacteria	Firmicutes	Clostridia	NA	NA	NA	NA
ASV2206	Bacteria	Firmicutes	Clostridia	Peptococcales	Peptococcaceae	NA	NA
ASV2207	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV2208	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	NA	NA
ASV2209	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Paludicola	NA
ASV2210	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	NA
ASV2211	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA	NA
ASV2212	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2213	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus	faecihominis
ASV2214	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylobacterium-Methylorubrum	NA
ASV2215	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	NA
ASV2216	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Murdochiella	NA
ASV2217	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Mageeibacillus	indolicus
ASV2218	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV2219	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Negativicoccus	NA
ASV2220	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Ligilactobacillus	NA
ASV2221	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	intestinale
ASV2222	Bacteria	NA	NA	NA	NA	NA	NA
ASV2223	Bacteria	NA	NA	NA	NA	NA	NA
ASV2224	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2225	Bacteria	NA	NA	NA	NA	NA	NA
ASV2226	Bacteria	NA	NA	NA	NA	NA	NA
ASV2227	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2228	Bacteria	NA	NA	NA	NA	NA	NA
ASV2229	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV2230	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV2231	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenellaceae RC9 gut group	NA
ASV2232	Bacteria	NA	NA	NA	NA	NA	NA
ASV2233	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2234	NA	NA	NA	NA	NA	NA	NA
ASV2235	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2236	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2237	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2238	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	CAG-352	NA
ASV2239	Bacteria	NA	NA	NA	NA	NA	NA
ASV2240	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2241	Bacteria	NA	NA	NA	NA	NA	NA
ASV2242	Bacteria	NA	NA	NA	NA	NA	NA
ASV2243	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium	NA
ASV2244	NA	NA	NA	NA	NA	NA	NA
ASV2245	Bacteria	NA	NA	NA	NA	NA	NA
ASV2246	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV2247	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	NA
ASV2248	Bacteria	Synergistota	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	NA
ASV2249	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Macrococcus	NA
ASV2250	Bacteria	NA	NA	NA	NA	NA	NA
ASV2251	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA	NA
ASV2252	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV2253	NA	NA	NA	NA	NA	NA	NA
ASV2254	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA
ASV2255	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	NA
ASV2256	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV2257	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Ezakiella	NA
ASV2258	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2259	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus	NA
ASV2260	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2261	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV2262	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV2263	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	NA
ASV2264	Bacteria	NA	NA	NA	NA	NA	NA
ASV2265	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2266	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2267	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA
ASV2268	Bacteria	NA	NA	NA	NA	NA	NA
ASV2269	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV2270	NA	NA	NA	NA	NA	NA	NA
ASV2271	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	shahii
ASV2272	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV2273	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV2274	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2275	Bacteria	NA	NA	NA	NA	NA	NA
ASV2276	Bacteria	Firmicutes	Clostridia	Lachnospirales	Defluviitaleaceae	Defluviitaleaceae UCG-011	NA
ASV2277	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575	NA
ASV2278	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propioniferax	NA
ASV2279	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Catenibacterium	mitsuokai
ASV2280	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	NA
ASV2281	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Acidaminococcus	NA
ASV2282	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2283	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	NA	NA
ASV2284	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1	NA
ASV2285	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2286	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2287	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Negativicoccus	NA
ASV2288	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV2289	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV2290	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	NA	NA	NA
ASV2291	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptostreptococcus	NA
ASV2292	Bacteria	NA	NA	NA	NA	NA	NA
ASV2293	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2294	Bacteria	NA	NA	NA	NA	NA	NA
ASV2295	Bacteria	NA	NA	NA	NA	NA	NA
ASV2296	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	faecihominis
ASV2297	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group	NA
ASV2298	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	NA
ASV2299	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2300	Bacteria	NA	NA	NA	NA	NA	NA
ASV2301	Bacteria	NA	NA	NA	NA	NA	NA
ASV2302	NA	NA	NA	NA	NA	NA	NA
ASV2303	Bacteria	NA	NA	NA	NA	NA	NA
ASV2304	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2305	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
ASV2306	Bacteria	NA	NA	NA	NA	NA	NA
ASV2307	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2308	Bacteria	NA	NA	NA	NA	NA	NA
ASV2309	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	NA
ASV2310	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV2311	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Dolosigranulum	pigrum
ASV2312	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	Fastidiosipila	NA
ASV2313	Bacteria	NA	NA	NA	NA	NA	NA
ASV2314	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2315	NA	NA	NA	NA	NA	NA	NA
ASV2316	Bacteria	NA	NA	NA	NA	NA	NA
ASV2317	Bacteria	NA	NA	NA	NA	NA	NA
ASV2318	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Youhaiella	NA
ASV2319	Bacteria	NA	NA	NA	NA	NA	NA
ASV2320	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	amnii
ASV2321	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	NA
ASV2322	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA
ASV2323	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Oribacterium	NA
ASV2324	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas	altamirensis
ASV2325	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia	NA
ASV2326	Bacteria	NA	NA	NA	NA	NA	NA
ASV2327	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	NA
ASV2328	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV2329	Bacteria	NA	NA	NA	NA	NA	NA
ASV2330	Bacteria	NA	NA	NA	NA	NA	NA
ASV2331	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Murdochiella	NA
ASV2332	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA
ASV2333	NA	NA	NA	NA	NA	NA	NA
ASV2334	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2335	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV2336	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
ASV2337	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
ASV2338	NA	NA	NA	NA	NA	NA	NA
ASV2339	Bacteria	NA	NA	NA	NA	NA	NA
ASV2340	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV2341	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	NA
ASV2342	Bacteria	NA	NA	NA	NA	NA	NA
ASV2343	Bacteria	NA	NA	NA	NA	NA	NA
ASV2344	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	NA
ASV2345	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
